id,datetime,order_id,product_id,quantity,price,product_name
42,2019-08-03 19:28:00,9,64,1,5.95,Bhindi Bhajee
43,2019-08-03 19:28:00,9,66,1,5.95,Saag Paneer
44,2019-08-03 19:28:00,9,1,2,0.5,Mint Sauce
45,2019-08-03 19:28:00,9,176,1,9.95,Chicken Biryani
46,2019-08-03 19:28:00,9,19,1,2.95,Garlic Naan
47,2019-08-03 19:28:00,9,11,1,2.6,Plain Naan
48,2019-08-03 19:28:00,9,136,1,8.95,Tandoori Chicken Masala
49,2019-08-03 19:26:00,10,6,4,0.8,Plain Papadum
50,2019-08-03 19:26:00,10,4,2,0.5,Red Sauce
51,2019-08-03 19:26:00,10,103,1,8.95,Chicken Tikka Masala
52,2019-08-03 19:26:00,10,94,1,7.95,Madras - Chicken Tikka
53,2019-08-03 19:26:00,10,36,2,3.95,Mushroom Rice
54,2019-08-03 19:26:00,10,19,1,2.95,Garlic Naan
55,2019-08-03 19:26:00,10,73,1,5.95,Bombay Aloo
56,2019-08-03 19:25:00,11,28,1,3.95,Onion Bhajee
57,2019-08-03 19:25:00,11,60,1,4.95,Sheek Kebab
58,2019-08-03 19:25:00,11,6,8,0.8,Plain Papadum
59,2019-08-03 19:25:00,11,3,2,0.5,Mango Chutney
60,2019-08-03 19:25:00,11,1,2,0.5,Mint Sauce
61,2019-08-03 19:25:00,11,5,1,0.5,Onion Chutney
62,2019-08-03 19:25:00,11,110,1,8.95,Chicken Tikka (Main)
63,2019-08-03 19:25:00,11,102,1,8.95,Korma - Chicken
64,2019-08-03 19:25:00,11,103,1,8.95,Chicken Tikka Masala
65,2019-08-03 19:25:00,11,18,1,2.95,Plain Rice
66,2019-08-03 19:25:00,11,15,1,2.95,Pilau Rice
67,2019-08-03 19:25:00,11,13,2,2.95,Keema Naan
68,2019-08-03 19:25:00,11,30,1,3.95,French Fries
69,2019-08-03 19:25:00,11,176,1,9.95,Chicken Biryani
70,2019-08-03 19:25:00,11,36,1,3.95,Mushroom Rice
71,2019-08-03 19:16:00,12,28,1,3.95,Onion Bhajee
72,2019-08-03 19:16:00,12,102,1,8.95,Korma - Chicken
73,2019-08-03 19:16:00,12,14,1,2.95,Peshwari Naan
74,2019-08-03 19:16:00,12,15,1,2.95,Pilau Rice
75,2019-08-03 18:37:00,13,110,1,8.95,Chicken Tikka (Main)
76,2019-08-03 18:37:00,13,103,1,8.95,Chicken Tikka Masala
77,2019-08-03 18:37:00,13,35,1,3.95,Meat Samosa
78,2019-08-03 18:36:00,14,6,2,0.8,Plain Papadum
79,2019-08-03 18:36:00,14,3,1,0.5,Mango Chutney
80,2019-08-03 18:36:00,14,1,1,0.5,Mint Sauce
81,2019-08-03 18:36:00,14,4,1,0.5,Red Sauce
82,2019-08-03 18:36:00,14,42,1,3.95,Keema Rice
83,2019-08-03 18:36:00,14,13,1,2.95,Keema Naan
84,2019-08-03 18:36:00,14,169,1,9.95,Chicken Chilli Garlic
85,2019-08-03 18:36:00,14,168,1,9.95,Lamb Hari Mirch
86,2019-08-03 18:36:00,14,81,1,5.95,Mushroom Bhajee
87,2019-08-03 18:36:00,15,92,1,7.95,Curry - Chicken
88,2019-08-03 18:36:00,15,73,1,5.95,Bombay Aloo
89,2019-08-03 18:36:00,15,11,1,2.6,Plain Naan
90,2019-08-03 18:36:00,15,38,1,3.95,Vegetable Rice
91,2019-08-03 18:34:00,16,212,1,10.95,Chicken Tikka Biryani
92,2019-08-03 18:34:00,16,82,1,5.95,Mixed Starter
93,2019-08-03 18:32:00,17,28,1,3.95,Onion Bhajee
94,2019-08-03 18:32:00,17,212,1,10.95,Chicken Tikka Biryani
95,2019-08-03 18:32:00,17,113,1,8.95,Bhuna - Chicken Tikka
96,2019-08-03 18:32:00,17,36,1,3.95,Mushroom Rice
97,2019-08-03 18:12:00,18,42,1,3.95,Keema Rice
98,2019-08-03 18:12:00,18,91,1,7.95,Madras - Lamb
99,2019-08-03 18:12:00,18,73,1,5.95,Bombay Aloo
100,2019-08-03 18:00:00,19,46,1,3.95,Masala Sauce
101,2019-08-03 18:00:00,19,36,1,3.95,Mushroom Rice
102,2019-08-03 18:00:00,19,17,1,2.95,Bottle Coke
103,2019-08-03 18:00:00,19,14,1,2.95,Peshwari Naan
104,2019-08-03 18:00:00,19,217,2,11.95,Tandoori Mixed Grill
105,2019-08-03 18:00:00,19,6,3,0.8,Plain Papadum
106,2019-08-03 18:00:00,19,1,1,0.5,Mint Sauce
107,2019-08-03 18:00:00,19,3,1,0.5,Mango Chutney
108,2019-08-03 18:00:00,19,37,1,3.95,Korma Sauce
109,2019-08-03 17:58:00,20,199,1,9.95,Pathia - Prawn
110,2019-08-03 17:58:00,20,176,1,9.95,Chicken Biryani
111,2019-08-03 17:58:00,20,14,2,2.95,Peshwari Naan
112,2019-08-03 17:58:00,20,6,1,0.8,Plain Papadum
113,2019-08-03 17:58:00,20,1,1,0.5,Mint Sauce
114,2019-08-03 17:57:00,21,105,1,8.95,Chicken Tikka Jalfrezi
115,2019-08-03 17:57:00,21,116,1,8.95,Bhuna - Lamb
116,2019-08-03 17:57:00,21,34,2,3.95,Special Fried Rice
117,2019-08-03 17:57:00,21,14,1,2.95,Peshwari Naan
118,2019-08-03 17:57:00,21,79,1,5.95,Aloo Gobi
119,2019-08-03 17:57:00,21,103,1,8.95,Chicken Tikka Masala
120,2019-08-03 17:52:00,22,35,1,3.95,Meat Samosa
121,2019-08-03 17:52:00,22,80,1,5.95,Mixed Vegetable Curry
122,2019-08-03 17:52:00,22,138,1,8.95,Dupiaza - Lamb
123,2019-08-03 17:52:00,22,29,1,3.95,Lemon Rice
124,2019-08-03 17:52:00,22,106,1,8.95,Methi - Lamb
125,2019-08-03 17:52:00,22,15,1,2.95,Pilau Rice
126,2019-08-03 17:52:00,22,19,1,2.95,Garlic Naan
127,2019-08-03 17:52:00,22,28,1,3.95,Onion Bhajee
128,2019-08-03 17:52:00,22,7,1,0.8,Spicy Papadum
129,2019-08-03 17:18:00,23,11,1,2.6,Plain Naan
130,2019-08-03 17:18:00,23,15,1,2.95,Pilau Rice
131,2019-08-03 17:18:00,23,103,1,8.95,Chicken Tikka Masala
132,2019-08-03 17:18:00,23,116,1,8.95,Bhuna - Lamb
133,2019-08-03 17:18:00,23,6,2,0.8,Plain Papadum
134,2019-08-03 16:21:00,24,170,1,9.95,Lamb Biryani
135,2019-08-03 16:21:00,24,11,2,2.6,Plain Naan
136,2019-08-02 20:23:00,25,58,1,4.95,Lamb Tikka
137,2019-08-02 20:23:00,25,28,1,3.95,Onion Bhajee
138,2019-08-02 20:23:00,25,66,1,5.95,Saag Paneer
139,2019-08-02 20:23:00,25,103,1,8.95,Chicken Tikka Masala
140,2019-08-02 20:23:00,25,42,1,3.95,Keema Rice
141,2019-08-02 20:23:00,25,119,1,8.95,Rogon - Lamb
142,2019-08-02 20:23:00,25,174,1,9.95,Chicken Tikka Karahi
143,2019-08-02 20:23:00,25,15,1,2.95,Pilau Rice
144,2019-08-02 20:23:00,25,73,1,5.95,Bombay Aloo
145,2019-08-02 20:18:00,26,28,1,3.95,Onion Bhajee
146,2019-08-02 20:18:00,26,30,1,3.95,French Fries
147,2019-08-02 20:18:00,26,103,1,8.95,Chicken Tikka Masala
148,2019-08-02 20:18:00,26,102,1,8.95,Korma - Chicken
149,2019-08-02 20:18:00,26,11,1,2.6,Plain Naan
150,2019-08-02 20:18:00,26,15,1,2.95,Pilau Rice
151,2019-08-02 19:33:00,27,54,1,4.95,Aloo Chaat
152,2019-08-02 19:33:00,27,103,1,8.95,Chicken Tikka Masala
153,2019-08-02 19:33:00,27,19,1,2.95,Garlic Naan
154,2019-08-02 19:33:00,27,15,1,2.95,Pilau Rice
155,2019-08-02 19:33:00,27,108,1,8.95,Bhuna - Chicken
156,2019-08-02 19:19:00,28,6,3,0.8,Plain Papadum
157,2019-08-02 19:19:00,28,29,1,3.95,Lemon Rice
158,2019-08-02 19:19:00,28,196,1,9.95,Lamb Mysore
159,2019-08-02 19:19:00,28,118,1,8.95,Dhansak - Chicken
160,2019-08-02 19:19:00,28,8,1,1.95,Chapati
161,2019-08-02 19:14:00,29,170,2,9.95,Lamb Biryani
162,2019-08-02 19:14:00,29,14,1,2.95,Peshwari Naan
163,2019-08-02 18:41:00,30,28,1,3.95,Onion Bhajee
164,2019-08-02 18:41:00,30,79,1,5.95,Aloo Gobi
165,2019-08-02 18:41:00,30,176,1,9.95,Chicken Biryani
166,2019-08-02 18:41:00,30,90,1,7.95,Madras - Chicken
167,2019-08-02 18:41:00,30,102,1,8.95,Korma - Chicken
168,2019-08-02 18:41:00,30,165,1,9.95,Chicken Balti
169,2019-08-02 18:41:00,30,130,1,8.95,Chicken Tikka Chilli Masala
170,2019-08-02 18:41:00,30,187,1,9.95,Lal Mirch Chicken
171,2019-08-02 18:41:00,30,191,1,9.95,Korma - Prawn
172,2019-08-02 18:41:00,30,230,1,12.95,Korma - King Prawn
173,2019-08-02 18:41:00,30,18,1,2.95,Plain Rice
174,2019-08-02 18:41:00,30,36,2,3.95,Mushroom Rice
175,2019-08-02 18:41:00,30,19,1,2.95,Garlic Naan
176,2019-08-02 18:41:00,30,13,1,2.95,Keema Naan
177,2019-08-02 18:41:00,30,14,1,2.95,Peshwari Naan
178,2019-08-02 18:41:00,30,6,10,0.8,Plain Papadum
179,2019-08-02 18:41:00,30,7,2,0.8,Spicy Papadum
180,2019-08-02 18:41:00,30,3,2,0.5,Mango Chutney
181,2019-08-02 18:41:00,30,5,6,0.5,Onion Chutney
182,2019-08-02 18:41:00,30,4,4,0.5,Red Sauce
183,2019-08-02 18:41:00,30,1,2,0.5,Mint Sauce
184,2019-08-02 18:18:00,31,93,1,7.95,Vindaloo - Chicken
185,2019-08-02 18:18:00,31,94,1,7.95,Madras - Chicken Tikka
186,2019-08-02 18:18:00,31,18,2,2.95,Plain Rice
187,2019-08-02 18:18:00,31,11,2,2.6,Plain Naan
188,2019-08-02 18:18:00,31,90,1,7.95,Madras - Chicken
189,2019-08-02 18:18:00,31,6,4,0.8,Plain Papadum
190,2019-08-02 18:18:00,31,73,1,5.95,Bombay Aloo
191,2019-08-02 17:57:00,32,105,1,8.95,Chicken Tikka Jalfrezi
192,2019-08-02 17:57:00,32,15,1,2.95,Pilau Rice
193,2019-08-02 17:57:00,32,6,2,0.8,Plain Papadum
194,2019-08-02 17:57:00,32,7,1,0.8,Spicy Papadum
195,2019-08-02 17:57:00,32,48,1,3.95,Vindaloo Sauce
196,2019-08-02 17:43:00,33,28,1,3.95,Onion Bhajee
197,2019-08-02 17:43:00,33,3,1,0.5,Mango Chutney
198,2019-08-02 17:43:00,33,35,1,3.95,Meat Samosa
199,2019-08-02 17:43:00,33,68,1,5.95,Chicken Pakora
200,2019-08-02 17:43:00,33,170,1,9.95,Lamb Biryani
201,2019-08-02 17:43:00,33,176,1,9.95,Chicken Biryani
202,2019-08-02 17:43:00,33,212,1,10.95,Chicken Tikka Biryani
203,2019-08-02 17:43:00,33,79,1,5.95,Aloo Gobi
204,2019-08-02 17:26:00,34,105,1,8.95,Chicken Tikka Jalfrezi
205,2019-08-02 17:26:00,34,73,1,5.95,Bombay Aloo
206,2019-08-02 17:26:00,34,72,1,5.95,Chana Masala
207,2019-08-02 17:26:00,34,112,1,8.95,Dupiaza - Chicken
208,2019-08-02 17:26:00,34,13,1,2.95,Keema Naan
209,2019-08-02 17:26:00,34,15,1,2.95,Pilau Rice
210,2019-08-02 17:26:00,34,36,1,3.95,Mushroom Rice
211,2019-08-02 14:11:00,35,71,1,5.95,Muttar Paneer
212,2019-08-02 14:11:00,35,19,1,2.95,Garlic Naan
213,2019-08-02 14:11:00,35,36,1,3.95,Mushroom Rice
214,2019-08-02 14:11:00,35,11,1,2.6,Plain Naan
215,2019-08-02 11:35:00,36,110,2,8.95,Chicken Tikka (Main)
216,2019-08-02 11:35:00,36,217,1,11.95,Tandoori Mixed Grill
217,2019-08-02 11:35:00,36,103,1,8.95,Chicken Tikka Masala
218,2019-08-02 11:35:00,36,92,1,7.95,Curry - Chicken
219,2019-08-02 11:35:00,36,73,2,5.95,Bombay Aloo
220,2019-08-02 11:35:00,36,71,1,5.95,Muttar Paneer
221,2019-08-02 11:35:00,36,11,4,2.6,Plain Naan
222,2019-08-02 11:35:00,36,15,4,2.95,Pilau Rice
223,2019-08-02 11:35:00,36,42,1,3.95,Keema Rice
224,2019-08-02 11:35:00,36,54,1,4.95,Aloo Chaat
225,2019-08-02 11:35:00,36,165,1,9.95,Chicken Balti
226,2019-08-02 11:35:00,36,163,1,9.95,Chicken Shashlick
227,2019-08-02 11:35:00,36,194,1,9.95,Vegetable Balti
228,2019-08-02 11:35:00,36,77,1,5.95,Cauliflower Bhajee
229,2019-08-02 11:35:00,36,93,1,7.95,Vindaloo - Chicken
230,2019-08-01 20:42:00,37,167,1,9.95,Butter Chicken
231,2019-08-01 20:42:00,37,214,1,10.95,Prawn Balti
232,2019-08-01 19:51:00,38,136,1,8.95,Tandoori Chicken Masala
233,2019-08-01 19:51:00,38,92,1,7.95,Curry - Chicken
234,2019-08-01 19:51:00,38,79,1,5.95,Aloo Gobi
235,2019-08-01 19:51:00,38,11,1,2.6,Plain Naan
236,2019-08-01 19:51:00,38,15,1,2.95,Pilau Rice
237,2019-08-01 19:51:00,38,6,1,0.8,Plain Papadum
238,2019-08-01 19:51:00,38,4,1,0.5,Red Sauce
239,2019-08-01 19:51:00,38,3,1,0.5,Mango Chutney
240,2019-08-01 19:51:00,38,82,1,5.95,Mixed Starter
241,2019-08-01 19:16:00,39,91,1,7.95,Madras - Lamb
242,2019-08-01 19:16:00,39,36,1,3.95,Mushroom Rice
243,2019-08-01 19:16:00,39,30,1,3.95,French Fries
244,2019-08-01 19:16:00,39,102,2,8.95,Korma - Chicken
245,2019-08-01 19:16:00,39,11,1,2.6,Plain Naan
246,2019-08-01 19:16:00,39,19,1,2.95,Garlic Naan
247,2019-08-01 18:45:00,40,6,4,0.8,Plain Papadum
248,2019-08-01 18:45:00,40,104,2,8.95,Pathia - Chicken Tikka
249,2019-08-01 18:45:00,40,69,1,5.95,COBRA ( LARGE )
250,2019-08-01 18:45:00,40,248,1,17.95,House white wine 75cl
251,2019-08-01 18:45:00,40,15,2,2.95,Pilau Rice
252,2019-08-01 18:41:00,41,58,1,4.95,Lamb Tikka
253,2019-08-01 18:41:00,41,2,1,0.5,Lime Pickle
254,2019-08-01 18:41:00,41,5,1,0.5,Onion Chutney
255,2019-08-01 18:41:00,41,18,1,2.95,Plain Rice
256,2019-08-01 18:41:00,41,227,1,12.95,King Prawn Shaslick
257,2019-08-01 18:41:00,41,69,2,5.95,COBRA ( LARGE )
258,2019-08-01 18:21:00,42,212,1,10.95,Chicken Tikka Biryani
259,2019-08-01 18:21:00,42,43,1,3.95,Stuffed Paratha
260,2019-08-01 18:21:00,42,35,1,3.95,Meat Samosa
261,2019-08-01 18:02:00,43,18,1,2.95,Plain Rice
262,2019-08-01 18:02:00,43,11,2,2.6,Plain Naan
263,2019-08-01 18:02:00,43,80,1,5.95,Mixed Vegetable Curry
264,2019-08-01 18:02:00,43,79,1,5.95,Aloo Gobi
265,2019-08-01 18:02:00,43,40,1,3.95,Curry Sauce
266,2019-08-01 18:02:00,43,3,1,0.5,Mango Chutney
267,2019-08-01 18:02:00,43,12,1,2.95,Raitha
268,2019-08-01 17:59:00,44,90,1,7.95,Madras - Chicken
269,2019-08-01 17:59:00,44,11,1,2.6,Plain Naan
270,2019-08-01 17:59:00,44,22,1,2.95,Bottle Diet Coke
271,2019-08-01 17:59:00,44,18,1,2.95,Plain Rice
272,2019-08-01 17:34:00,45,73,1,5.95,Bombay Aloo
273,2019-08-01 17:34:00,45,105,1,8.95,Chicken Tikka Jalfrezi
274,2019-08-01 17:34:00,45,36,1,3.95,Mushroom Rice
275,2019-08-01 17:34:00,45,6,2,0.8,Plain Papadum
276,2019-08-01 13:33:00,46,77,1,5.95,Cauliflower Bhajee
277,2019-08-01 13:33:00,46,118,1,8.95,Dhansak - Chicken
278,2019-08-01 13:33:00,46,65,2,5.95,Tarka Dall
279,2019-08-01 13:33:00,46,78,1,5.95,Saag Dall
280,2019-08-01 12:33:00,47,93,2,7.95,Vindaloo - Chicken
281,2019-08-01 12:33:00,47,34,1,3.95,Special Fried Rice
282,2019-08-01 12:33:00,47,11,1,2.6,Plain Naan
283,2019-08-01 12:33:00,47,73,1,5.95,Bombay Aloo
284,2019-07-31 21:10:00,48,170,1,9.95,Lamb Biryani
285,2019-07-31 21:10:00,48,176,1,9.95,Chicken Biryani
286,2019-07-31 21:10:00,48,73,1,5.95,Bombay Aloo
287,2019-07-31 21:10:00,48,14,1,2.95,Peshwari Naan
288,2019-07-31 20:35:00,49,133,1,8.95,Dhansak - Lamb
289,2019-07-31 20:35:00,49,102,1,8.95,Korma - Chicken
290,2019-07-31 20:35:00,49,11,1,2.6,Plain Naan
291,2019-07-31 20:35:00,49,15,1,2.95,Pilau Rice
292,2019-07-31 20:11:00,50,15,2,2.95,Pilau Rice
293,2019-07-31 20:11:00,50,103,2,8.95,Chicken Tikka Masala
294,2019-07-31 20:11:00,50,94,1,7.95,Madras - Chicken Tikka
295,2019-07-31 20:11:00,50,28,2,3.95,Onion Bhajee
296,2019-07-31 20:05:00,51,105,1,8.95,Chicken Tikka Jalfrezi
297,2019-07-31 20:05:00,51,15,1,2.95,Pilau Rice
298,2019-07-31 20:05:00,51,11,1,2.6,Plain Naan
299,2019-07-31 20:05:00,51,16,1,2.95,Green Salad
300,2019-07-31 19:54:00,52,60,1,4.95,Sheek Kebab
301,2019-07-31 19:54:00,52,171,1,9.95,Vegetable Biryani
302,2019-07-31 19:54:00,52,54,1,4.95,Aloo Chaat
303,2019-07-31 19:54:00,52,219,1,11.95,Madras - King Prawn
304,2019-07-31 19:54:00,52,15,2,2.95,Pilau Rice
305,2019-07-31 19:54:00,52,167,1,9.95,Butter Chicken
306,2019-07-31 19:54:00,52,6,1,0.8,Plain Papadum
307,2019-07-31 19:35:00,53,103,1,8.95,Chicken Tikka Masala
308,2019-07-31 19:35:00,53,11,5,2.6,Plain Naan
309,2019-07-31 19:35:00,53,148,1,8.95,Rogon - Chicken
310,2019-07-31 19:35:00,53,110,1,8.95,Chicken Tikka (Main)
311,2019-07-31 19:35:00,53,94,2,7.95,Madras - Chicken Tikka
312,2019-07-31 19:35:00,53,19,1,2.95,Garlic Naan
313,2019-07-31 19:35:00,53,73,1,5.95,Bombay Aloo
314,2019-07-31 19:35:00,53,74,1,5.95,Saag Aloo
315,2019-07-31 19:35:00,53,30,1,3.95,French Fries
316,2019-07-31 19:35:00,53,15,2,2.95,Pilau Rice
317,2019-07-31 19:35:00,53,28,3,3.95,Onion Bhajee
318,2019-07-31 19:31:00,54,6,4,0.8,Plain Papadum
319,2019-07-31 19:31:00,54,1,1,0.5,Mint Sauce
320,2019-07-31 19:31:00,54,174,1,9.95,Chicken Tikka Karahi
321,2019-07-31 19:31:00,54,81,1,5.95,Mushroom Bhajee
322,2019-07-31 19:31:00,54,18,2,2.95,Plain Rice
323,2019-07-31 19:17:00,55,53,1,3.95,Chicken Tikka
324,2019-07-31 19:17:00,55,70,1,5.95,Royal Paneer
325,2019-07-31 19:17:00,55,19,1,2.95,Garlic Naan
326,2019-07-31 19:17:00,55,22,1,2.95,Bottle Diet Coke
327,2019-07-31 19:05:00,56,102,1,8.95,Korma - Chicken
328,2019-07-31 19:05:00,56,14,1,2.95,Peshwari Naan
329,2019-07-31 19:05:00,56,29,1,3.95,Lemon Rice
330,2019-07-31 19:05:00,56,36,1,3.95,Mushroom Rice
331,2019-07-31 19:05:00,56,193,1,9.95,Lamb Sylhet
332,2019-07-31 19:02:00,57,7,2,0.8,Spicy Papadum
333,2019-07-31 19:02:00,57,4,1,0.5,Red Sauce
334,2019-07-31 19:02:00,57,18,1,2.95,Plain Rice
335,2019-07-31 19:02:00,57,131,1,8.95,Dupiaza - Chicken Tikka
336,2019-07-31 19:02:00,57,8,1,1.95,Chapati
337,2019-07-31 18:58:00,58,135,1,8.95,Saag - Chicken
338,2019-07-31 18:58:00,58,66,1,5.95,Saag Paneer
339,2019-07-31 18:58:00,58,45,1,3.95,Saag Rice
340,2019-07-31 18:50:00,59,60,1,4.95,Sheek Kebab
341,2019-07-31 18:50:00,59,6,3,0.8,Plain Papadum
342,2019-07-31 18:50:00,59,122,1,8.95,Lamb Tikka Masala
343,2019-07-31 18:50:00,59,15,1,2.95,Pilau Rice
344,2019-07-31 18:50:00,59,13,1,2.95,Keema Naan
345,2019-07-31 18:50:00,59,30,1,3.95,French Fries
346,2019-07-31 17:16:00,60,42,1,3.95,Keema Rice
347,2019-07-31 17:16:00,60,73,1,5.95,Bombay Aloo
348,2019-07-31 17:16:00,60,91,1,7.95,Madras - Lamb
349,2019-07-31 13:55:00,61,170,1,9.95,Lamb Biryani
350,2019-07-31 13:55:00,61,144,1,8.95,Lamb Tikka Chilli Masala
351,2019-07-31 13:55:00,61,19,1,2.95,Garlic Naan
352,2019-07-30 21:05:00,62,185,1,9.95,Paneer Tikka Sizzler
353,2019-07-30 21:05:00,62,48,1,3.95,Vindaloo Sauce
354,2019-07-30 21:05:00,62,18,1,2.95,Plain Rice
355,2019-07-30 21:05:00,62,30,1,3.95,French Fries
356,2019-07-30 20:10:00,63,182,1,9.95,Chicken Mysore
357,2019-07-30 20:10:00,63,19,3,2.95,Garlic Naan
358,2019-07-30 20:10:00,63,180,1,9.95,Lamb Chilli Garlic
359,2019-07-30 19:55:00,64,54,1,4.95,Aloo Chaat
360,2019-07-30 19:55:00,64,217,1,11.95,Tandoori Mixed Grill
361,2019-07-30 19:55:00,64,10,1,2.6,Tandoori Roti
362,2019-07-30 18:43:00,65,63,1,5.95,King Prawn Puree
363,2019-07-30 18:43:00,65,6,1,0.8,Plain Papadum
364,2019-07-30 18:43:00,65,163,1,9.95,Chicken Shashlick
365,2019-07-30 18:43:00,65,64,1,5.95,Bhindi Bhajee
366,2019-07-30 18:43:00,65,27,1,3.95,Dhansak Sauce
367,2019-07-30 18:43:00,66,28,2,3.95,Onion Bhajee
368,2019-07-30 18:43:00,66,65,1,5.95,Tarka Dall
369,2019-07-30 18:43:00,66,66,1,5.95,Saag Paneer
370,2019-07-30 18:43:00,66,67,1,5.95,Baingan Hari Mirch
371,2019-07-30 18:38:00,67,90,1,7.95,Madras - Chicken
372,2019-07-30 18:38:00,67,29,1,3.95,Lemon Rice
373,2019-07-30 18:38:00,67,7,1,0.8,Spicy Papadum
374,2019-07-30 18:38:00,67,30,1,3.95,French Fries
375,2019-07-30 18:33:00,68,1,1,0.5,Mint Sauce
376,2019-07-30 18:33:00,68,2,1,0.5,Lime Pickle
377,2019-07-30 18:01:00,69,3,2,0.5,Mango Chutney
378,2019-07-30 17:35:00,70,4,1,0.5,Red Sauce
379,2019-07-30 17:00:00,71,5,1,0.5,Onion Chutney
380,2019-07-30 17:00:00,71,4,1,0.5,Red Sauce
381,2019-07-29 22:21:00,72,4,1,0.5,Red Sauce
382,2019-07-29 20:03:00,73,3,1,0.5,Mango Chutney
383,2019-07-29 17:20:00,74,1,1,0.5,Mint Sauce
384,2019-07-28 20:00:00,75,3,1,0.5,Mango Chutney
385,2019-07-28 20:00:00,75,1,1,0.5,Mint Sauce
386,2019-07-28 20:00:00,75,5,1,0.5,Onion Chutney
387,2019-07-28 19:29:00,76,5,1,0.5,Onion Chutney
388,2019-07-28 19:29:00,77,3,1,0.5,Mango Chutney
389,2019-07-28 19:29:00,77,1,1,0.5,Mint Sauce
390,2019-07-28 17:58:00,78,3,1,0.5,Mango Chutney
391,2019-07-28 17:58:00,78,1,1,0.5,Mint Sauce
392,2019-07-28 17:41:00,79,3,1,0.5,Mango Chutney
393,2019-07-28 17:10:00,80,3,1,0.5,Mango Chutney
394,2019-07-27 20:28:00,81,3,1,0.5,Mango Chutney
395,2019-07-27 20:28:00,81,1,1,0.5,Mint Sauce
396,2019-07-27 19:49:00,82,3,2,0.5,Mango Chutney
397,2019-07-27 19:49:00,82,2,1,0.5,Lime Pickle
398,2019-07-27 19:36:00,83,3,1,0.5,Mango Chutney
399,2019-07-27 19:35:00,84,1,1,0.5,Mint Sauce
400,2019-07-27 19:35:00,84,4,1,0.5,Red Sauce
401,2019-07-27 19:35:00,85,1,1,0.5,Mint Sauce
402,2019-07-27 19:35:00,85,3,1,0.5,Mango Chutney
403,2019-07-27 19:23:00,86,1,2,0.5,Mint Sauce
404,2019-07-27 18:56:00,87,3,1,0.5,Mango Chutney
405,2019-07-27 18:56:00,87,1,1,0.5,Mint Sauce
406,2019-07-27 18:18:00,88,3,1,0.5,Mango Chutney
407,2019-07-27 18:11:00,89,3,1,0.5,Mango Chutney
408,2019-07-27 18:01:00,90,1,1,0.5,Mint Sauce
409,2019-07-27 18:01:00,90,3,1,0.5,Mango Chutney
